subject,transitionType,acc,transitionThreatKind
a2cv1wuwt6n0ik,i,1,threat-neutral
a2cv1wuwt6n0ik,l,1,neutral-neutral
a2cv1wuwt6n0ik,l,1,neutral-neutral
a2cv1wuwt6n0ik,l,1,neutral-threat
a2cv1wuwt6n0ik,l,1,threat-neutral
a2cv1wuwt6n0ik,l,1,neutral-neutral
a2cv1wuwt6n0ik,l,1,neutral-neutral
a2cv1wuwt6n0ik,l,1,neutral-neutral
a2cv1wuwt6n0ik,i,1,neutral-neutral
a2cv1wuwt6n0ik,l,1,neutral-threat
a2cv1wuwt6n0ik,i,1,threat-neutral
a2cv1wuwt6n0ik,l,1,neutral-threat
a2cv1wuwt6n0ik,l,1,threat-neutral
a2cv1wuwt6n0ik,l,1,neutral-neutral
a2cv1wuwt6n0ik,l,1,neutral-neutral
a2cv1wuwt6n0ik,l,1,neutral-neutral
a2cv1wuwt6n0ik,i,1,neutral-neutral
a2cv1wuwt6n0ik,l,1,neutral-threat
a2cv1wuwt6n0ik,l,1,threat-threat
a2cv1wuwt6n0ik,l,1,threat-neutral
a2cv1wuwt6n0ik,l,1,neutral-neutral
a2cv1wuwt6n0ik,l,1,neutral-neutral
a2cv1wuwt6n0ik,i,1,neutral-threat
a2cv1wuwt6n0ik,l,1,threat-neutral
a2cv1wuwt6n0ik,i,1,neutral-neutral
a2cv1wuwt6n0ik,l,1,neutral-threat
a2cv1wuwt6n0ik,l,1,threat-neutral
a2cv1wuwt6n0ik,i,1,neutral-threat
a2cv1wuwt6n0ik,l,1,threat-neutral
a2cv1wuwt6n0ik,l,1,neutral-threat
a2cv1wuwt6n0ik,l,1,threat-neutral
a2cv1wuwt6n0ik,l,1,neutral-neutral
a2cv1wuwt6n0ik,l,1,neutral-neutral
a2cv1wuwt6n0ik,l,1,neutral-neutral
a2cv1wuwt6n0ik,l,1,neutral-neutral
a2cv1wuwt6n0ik,i,1,neutral-threat
a2cv1wuwt6n0ik,l,1,threat-neutral
a2cv1wuwt6n0ik,l,1,neutral-neutral
a2cv1wuwt6n0ik,l,1,neutral-threat
a2cv1wuwt6n0ik,i,1,threat-threat
a2cv1wuwt6n0ik,l,1,threat-neutral
a2cv1wuwt6n0ik,i,1,neutral-neutral
a2cv1wuwt6n0ik,l,1,neutral-threat
a2cv1wuwt6n0ik,l,1,threat-neutral
a2cv1wuwt6n0ik,l,1,neutral-neutral
a2cv1wuwt6n0ik,l,1,neutral-neutral
a2cv1wuwt6n0ik,l,1,neutral-neutral
a2cv1wuwt6n0ik,l,1,neutral-threat
a2cv1wuwt6n0ik,l,1,threat-neutral
a2cv1wuwt6n0ik,l,1,neutral-threat
a2cv1wuwt6n0ik,i,1,threat-threat
a2cv1wuwt6n0ik,l,1,threat-neutral
a2cv1wuwt6n0ik,l,1,neutral-neutral
a2cv1wuwt6n0ik,l,1,neutral-neutral
a2cv1wuwt6n0ik,l,1,neutral-threat
a2cv1wuwt6n0ik,l,1,threat-threat
a2cv1wuwt6n0ik,i,1,threat-threat
a2cv1wuwt6n0ik,l,1,threat-threat
a2cv1wuwt6n0ik,l,1,threat-neutral
a2cv1wuwt6n0ik,i,1,neutral-threat
a2cv1wuwt6n0ik,l,1,threat-neutral
a2cv1wuwt6n0ik,l,1,neutral-threat
a2cv1wuwt6n0ik,i,1,threat-neutral
a2cv1wuwt6n0ik,l,1,neutral-neutral
a2cv1wuwt6n0ik,l,1,neutral-threat
a2cv1wuwt6n0ik,l,1,threat-neutral
a2cv1wuwt6n0ik,l,1,neutral-threat
a2cv1wuwt6n0ik,l,1,threat-neutral
a2cv1wuwt6n0ik,l,1,neutral-neutral
a2cv1wuwt6n0ik,i,1,neutral-neutral
a2cv1wuwt6n0ik,l,1,neutral-threat
a2cv1wuwt6n0ik,l,1,threat-neutral
a2cv1wuwt6n0ik,l,1,neutral-neutral
a2cv1wuwt6n0ik,l,1,neutral-neutral
a389ua2grcj6,l,1,threat-neutral
a389ua2grcj6,l,1,neutral-neutral
a389ua2grcj6,l,1,neutral-threat
a389ua2grcj6,l,1,threat-neutral
a389ua2grcj6,l,1,neutral-neutral
a389ua2grcj6,l,1,neutral-threat
a389ua2grcj6,l,1,threat-neutral
a389ua2grcj6,l,1,neutral-threat
a389ua2grcj6,l,1,threat-threat
a389ua2grcj6,i,1,threat-threat
a389ua2grcj6,l,1,threat-neutral
a389ua2grcj6,i,0,neutral-neutral
a389ua2grcj6,l,0,neutral-threat
a389ua2grcj6,l,1,threat-neutral
a389ua2grcj6,l,0,neutral-neutral
a389ua2grcj6,i,0,neutral-threat
a389ua2grcj6,l,1,threat-threat
a389ua2grcj6,i,1,threat-threat
a389ua2grcj6,l,1,threat-neutral
a389ua2grcj6,l,1,neutral-neutral
a389ua2grcj6,l,1,neutral-neutral
a389ua2grcj6,l,1,neutral-neutral
a389ua2grcj6,l,1,neutral-threat
a389ua2grcj6,l,1,threat-neutral
a389ua2grcj6,l,1,neutral-neutral
a389ua2grcj6,l,0,neutral-neutral
a389ua2grcj6,l,1,neutral-threat
a389ua2grcj6,l,1,threat-neutral
a389ua2grcj6,i,1,neutral-neutral
a389ua2grcj6,l,1,neutral-neutral
a389ua2grcj6,l,1,neutral-neutral
a389ua2grcj6,l,1,neutral-threat
a389ua2grcj6,i,1,threat-neutral
a389ua2grcj6,l,1,neutral-threat
a389ua2grcj6,l,1,threat-threat
a389ua2grcj6,l,1,threat-threat
a389ua2grcj6,l,1,threat-neutral
a389ua2grcj6,i,1,neutral-threat
a389ua2grcj6,l,1,threat-neutral
a389ua2grcj6,l,1,neutral-threat
a389ua2grcj6,i,1,threat-neutral
a389ua2grcj6,l,1,neutral-neutral
a389ua2grcj6,l,1,neutral-neutral
a389ua2grcj6,l,1,neutral-threat
a389ua2grcj6,l,1,threat-neutral
a389ua2grcj6,l,1,neutral-threat
a389ua2grcj6,l,1,threat-neutral
a389ua2grcj6,l,1,neutral-neutral
a389ua2grcj6,i,1,neutral-neutral
a389ua2grcj6,l,1,neutral-threat
a389ua2grcj6,l,1,threat-neutral
a389ua2grcj6,l,1,neutral-neutral
a389ua2grcj6,l,1,neutral-threat
a389ua2grcj6,l,1,threat-threat
a389ua2grcj6,l,1,threat-neutral
a389ua2grcj6,l,1,neutral-neutral
a389ua2grcj6,i,1,neutral-threat
a389ua2grcj6,l,1,threat-neutral
a389ua2grcj6,i,1,neutral-threat
a389ua2grcj6,l,1,threat-neutral
a389ua2grcj6,i,1,neutral-threat
a389ua2grcj6,l,1,threat-neutral
a389ua2grcj6,l,1,neutral-threat
a389ua2grcj6,l,1,threat-neutral
a389ua2grcj6,l,0,neutral-threat
a389ua2grcj6,l,1,threat-threat
a389ua2grcj6,l,1,threat-neutral
a389ua2grcj6,i,1,neutral-threat
a389ua2grcj6,l,1,threat-neutral
a389ua2grcj6,l,1,neutral-threat
a389ua2grcj6,l,1,threat-threat
a389ua2grcj6,l,1,threat-threat
a389ua2grcj6,l,1,threat-neutral
a389ua2grcj6,l,1,neutral-neutral
a389ua2grcj6,i,1,neutral-neutral
a389ua2grcj6,l,1,neutral-threat
a389ua2grcj6,l,1,threat-threat
a389ua2grcj6,i,0,threat-threat
a389ua2grcj6,l,1,threat-neutral
a389ua2grcj6,i,1,neutral-neutral
a389ua2grcj6,l,1,neutral-neutral
a389ua2grcj6,i,0,neutral-neutral
a389ua2grcj6,l,1,neutral-threat
a389ua2grcj6,l,1,threat-neutral
a389ua2grcj6,l,1,neutral-threat
a389ua2grcj6,i,1,threat-neutral
a389ua2grcj6,l,1,neutral-threat
a389ua2grcj6,l,1,threat-neutral
a389ua2grcj6,l,1,neutral-threat
a389ua2grcj6,l,1,threat-neutral
a389ua2grcj6,l,1,neutral-threat
a389ua2grcj6,l,1,threat-neutral
a389ua2grcj6,l,0,neutral-neutral
a389ua2grcj6,i,1,neutral-neutral
a389ua2grcj6,l,1,neutral-threat
a389ua2grcj6,l,1,threat-neutral
a389ua2grcj6,i,1,neutral-threat
a389ua2grcj6,l,1,threat-neutral
a389ua2grcj6,l,1,neutral-neutral
a389ua2grcj6,l,0,neutral-neutral
a389ua2grcj6,l,1,neutral-neutral
a389ua2grcj6,l,1,neutral-threat
a389ua2grcj6,l,1,threat-threat
a389ua2grcj6,i,1,threat-neutral
a389ua2grcj6,l,1,neutral-neutral
a389ua2grcj6,l,1,neutral-neutral
a389ua2grcj6,l,1,neutral-neutral
a389ua2grcj6,i,1,neutral-neutral
a389ua2grcj6,l,1,neutral-neutral
a389ua2grcj6,i,1,neutral-threat
a389ua2grcj6,l,1,threat-threat
a389ua2grcj6,l,1,threat-neutral
a389ua2grcj6,l,1,neutral-neutral
a389ua2grcj6,l,1,neutral-neutral
a389ua2grcj6,l,1,neutral-neutral
a389ua2grcj6,l,1,neutral-neutral
a389ua2grcj6,l,1,neutral-threat
a389ua2grcj6,l,1,threat-neutral
a389ua2grcj6,l,1,neutral-threat
a389ua2grcj6,i,1,threat-neutral
a389ua2grcj6,l,1,neutral-threat
a389ua2grcj6,l,1,threat-neutral
a389ua2grcj6,l,1,neutral-neutral
a389ua2grcj6,l,1,neutral-neutral
a389ua2grcj6,i,1,neutral-threat
a389ua2grcj6,l,1,threat-neutral
a389ua2grcj6,l,1,neutral-neutral
a389ua2grcj6,l,1,neutral-threat
a389ua2grcj6,i,1,threat-neutral
a389ua2grcj6,l,1,neutral-threat
a389ua2grcj6,l,1,threat-neutral
a389ua2grcj6,l,1,neutral-threat
a389ua2grcj6,l,1,threat-neutral
a389ua2grcj6,l,1,neutral-neutral
a389ua2grcj6,l,1,neutral-neutral
a389ua2grcj6,i,1,neutral-neutral
a389ua2grcj6,l,1,neutral-threat
a389ua2grcj6,l,1,threat-threat
a389ua2grcj6,l,1,threat-neutral
a389ua2grcj6,i,1,neutral-threat
a389ua2grcj6,l,1,threat-neutral
a389ua2grcj6,l,1,neutral-threat
a389ua2grcj6,i,1,threat-neutral
a389ua2grcj6,l,1,neutral-neutral
a389ua2grcj6,l,1,neutral-threat
a389ua2grcj6,l,1,threat-neutral
a389ua2grcj6,l,1,neutral-neutral
a389ua2grcj6,l,1,neutral-neutral
a389ua2grcj6,i,1,neutral-neutral
a389ua2grcj6,l,1,neutral-threat
a389ua2grcj6,l,1,threat-neutral
a389ua2grcj6,l,1,neutral-threat
a389ua2grcj6,i,1,threat-threat
a389ua2grcj6,l,1,threat-neutral
a389ua2grcj6,l,1,neutral-neutral
a389ua2grcj6,i,1,neutral-threat
a389ua2grcj6,l,1,threat-threat
a389ua2grcj6,l,1,threat-threat
a389ua2grcj6,l,1,threat-neutral
a389ua2grcj6,l,1,neutral-neutral
a389ua2grcj6,l,1,neutral-threat
a389ua2grcj6,l,1,threat-neutral
a389ua2grcj6,l,1,neutral-neutral
a389ua2grcj6,l,1,neutral-threat
a389ua2grcj6,l,1,threat-neutral
a389ua2grcj6,l,1,neutral-neutral
a389ua2grcj6,l,1,neutral-neutral
a389ua2grcj6,l,1,neutral-threat
a389ua2grcj6,l,1,threat-neutral
a389ua2grcj6,i,1,neutral-threat
a389ua2grcj6,l,1,threat-neutral
a389ua2grcj6,l,1,neutral-neutral
a389ua2grcj6,l,1,neutral-threat
a389ua2grcj6,l,1,threat-neutral
a389ua2grcj6,i,1,neutral-neutral
a389ua2grcj6,l,1,neutral-threat
a389ua2grcj6,l,1,threat-neutral
a389ua2grcj6,l,1,neutral-neutral
a389ua2grcj6,i,1,neutral-threat
a389ua2grcj6,l,1,threat-neutral
a389ua2grcj6,i,1,neutral-threat
a389ua2grcj6,l,1,threat-threat
a389ua2grcj6,l,1,threat-neutral
a389ua2grcj6,l,1,neutral-neutral
a389ua2grcj6,l,1,neutral-neutral
a389ua2grcj6,l,1,neutral-neutral
a389ua2grcj6,l,1,neutral-neutral
a389ua2grcj6,l,1,neutral-threat
a389ua2grcj6,i,1,threat-threat
a389ua2grcj6,l,1,threat-neutral
a389ua2grcj6,l,1,neutral-threat
a389ua2grcj6,l,1,threat-neutral
a389ua2grcj6,l,1,neutral-neutral
a389ua2grcj6,l,0,neutral-neutral
a389ua2grcj6,i,0,neutral-threat
a389ua2grcj6,l,1,threat-neutral
a389ua2grcj6,i,1,neutral-neutral
a389ua2grcj6,l,1,neutral-threat
a389ua2grcj6,l,1,threat-threat
a389ua2grcj6,l,1,threat-neutral
a1fkghyvtl6vvc,l,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-threat
a1fkghyvtl6vvc,l,1,threat-neutral
a1fkghyvtl6vvc,i,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-threat
a1fkghyvtl6vvc,i,1,threat-threat
a1fkghyvtl6vvc,l,1,threat-neutral
a1fkghyvtl6vvc,l,1,neutral-threat
a1fkghyvtl6vvc,l,1,threat-neutral
a1fkghyvtl6vvc,l,1,neutral-threat
a1fkghyvtl6vvc,l,1,threat-neutral
a1fkghyvtl6vvc,i,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-threat
a1fkghyvtl6vvc,l,0,threat-threat
a1fkghyvtl6vvc,l,1,threat-neutral
a1fkghyvtl6vvc,i,1,neutral-threat
a1fkghyvtl6vvc,l,1,threat-neutral
a1fkghyvtl6vvc,l,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-threat
a1fkghyvtl6vvc,l,1,threat-neutral
a1fkghyvtl6vvc,l,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-threat
a1fkghyvtl6vvc,l,1,threat-threat
a1fkghyvtl6vvc,l,1,threat-neutral
a1fkghyvtl6vvc,l,1,neutral-threat
a1fkghyvtl6vvc,l,1,threat-neutral
a1fkghyvtl6vvc,i,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-threat
a1fkghyvtl6vvc,i,1,threat-neutral
a1fkghyvtl6vvc,l,1,neutral-threat
a1fkghyvtl6vvc,l,1,threat-neutral
a1fkghyvtl6vvc,i,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-neutral
a1fkghyvtl6vvc,i,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-threat
a1fkghyvtl6vvc,l,1,threat-neutral
a1fkghyvtl6vvc,i,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-neutral
a1fkghyvtl6vvc,l,0,neutral-threat
a1fkghyvtl6vvc,l,1,threat-neutral
a1fkghyvtl6vvc,l,1,neutral-threat
a1fkghyvtl6vvc,l,0,threat-neutral
a1fkghyvtl6vvc,l,1,neutral-threat
a1fkghyvtl6vvc,l,1,threat-neutral
a1fkghyvtl6vvc,l,1,neutral-threat
a1fkghyvtl6vvc,i,1,threat-neutral
a1fkghyvtl6vvc,l,1,neutral-threat
a1fkghyvtl6vvc,l,1,threat-neutral
a1fkghyvtl6vvc,l,1,neutral-threat
a1fkghyvtl6vvc,l,1,threat-neutral
a1fkghyvtl6vvc,l,1,neutral-neutral
a1fkghyvtl6vvc,i,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-threat
a1fkghyvtl6vvc,i,1,threat-neutral
a1fkghyvtl6vvc,l,1,neutral-threat
a1fkghyvtl6vvc,l,1,threat-threat
a1fkghyvtl6vvc,l,1,threat-neutral
a1fkghyvtl6vvc,l,1,neutral-threat
a1fkghyvtl6vvc,l,1,threat-neutral
a1fkghyvtl6vvc,l,1,neutral-neutral
a1fkghyvtl6vvc,i,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-threat
a1fkghyvtl6vvc,i,1,threat-neutral
a1fkghyvtl6vvc,l,1,neutral-threat
a1fkghyvtl6vvc,l,1,threat-neutral
a1fkghyvtl6vvc,l,1,neutral-neutral
a1fkghyvtl6vvc,i,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-threat
a1fkghyvtl6vvc,l,1,threat-neutral
a1fkghyvtl6vvc,i,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-threat
a1fkghyvtl6vvc,l,1,threat-threat
a1fkghyvtl6vvc,l,1,threat-neutral
a1fkghyvtl6vvc,i,1,neutral-threat
a1fkghyvtl6vvc,l,1,threat-threat
a1fkghyvtl6vvc,l,1,threat-neutral
a1fkghyvtl6vvc,l,1,neutral-threat
a1fkghyvtl6vvc,l,1,threat-neutral
a1fkghyvtl6vvc,i,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-threat
a1fkghyvtl6vvc,l,0,threat-threat
a1fkghyvtl6vvc,l,1,threat-neutral
a1fkghyvtl6vvc,l,1,neutral-threat
a1fkghyvtl6vvc,i,1,threat-neutral
a1fkghyvtl6vvc,l,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-threat
a1fkghyvtl6vvc,l,1,threat-threat
a1fkghyvtl6vvc,l,1,threat-threat
a1fkghyvtl6vvc,i,1,threat-neutral
a1fkghyvtl6vvc,l,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-threat
a1fkghyvtl6vvc,l,1,threat-neutral
a1fkghyvtl6vvc,l,1,neutral-threat
a1fkghyvtl6vvc,i,1,threat-neutral
a1fkghyvtl6vvc,l,1,neutral-threat
a1fkghyvtl6vvc,l,1,threat-neutral
a1fkghyvtl6vvc,i,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-threat
a1fkghyvtl6vvc,l,1,threat-neutral
a1fkghyvtl6vvc,l,1,neutral-threat
a1fkghyvtl6vvc,i,1,threat-neutral
a1fkghyvtl6vvc,l,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-threat
a1fkghyvtl6vvc,l,1,threat-neutral
a1fkghyvtl6vvc,l,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-threat
a1fkghyvtl6vvc,i,1,threat-neutral
a1fkghyvtl6vvc,l,1,neutral-threat
a1fkghyvtl6vvc,l,1,threat-neutral
a1fkghyvtl6vvc,i,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-threat
a1fkghyvtl6vvc,i,1,threat-neutral
a1fkghyvtl6vvc,l,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-neutral
a1fkghyvtl6vvc,i,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-threat
a1fkghyvtl6vvc,l,1,threat-neutral
a1fkghyvtl6vvc,i,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-threat
a1fkghyvtl6vvc,i,1,threat-threat
a1fkghyvtl6vvc,l,1,threat-neutral
a1fkghyvtl6vvc,l,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-threat
a1fkghyvtl6vvc,l,1,threat-neutral
a1fkghyvtl6vvc,l,1,neutral-threat
a1fkghyvtl6vvc,l,1,threat-neutral
a1fkghyvtl6vvc,l,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-threat
a1fkghyvtl6vvc,i,1,threat-neutral
a1fkghyvtl6vvc,l,1,neutral-threat
a1fkghyvtl6vvc,i,1,threat-neutral
a1fkghyvtl6vvc,l,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-threat
a1fkghyvtl6vvc,l,1,threat-neutral
a1fkghyvtl6vvc,l,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-neutral
a1fkghyvtl6vvc,i,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-neutral
a1fkghyvtl6vvc,i,0,neutral-threat
a1fkghyvtl6vvc,l,1,threat-neutral
a1fkghyvtl6vvc,l,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-threat
a1fkghyvtl6vvc,l,1,threat-neutral
a1fkghyvtl6vvc,i,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-threat
a1fkghyvtl6vvc,l,1,threat-neutral
a1fkghyvtl6vvc,l,1,neutral-threat
a1fkghyvtl6vvc,l,1,threat-threat
a1fkghyvtl6vvc,l,1,threat-threat
a1fkghyvtl6vvc,l,1,threat-threat
a1fkghyvtl6vvc,i,1,threat-threat
a1fkghyvtl6vvc,l,1,threat-threat
a1fkghyvtl6vvc,i,1,threat-threat
a1fkghyvtl6vvc,l,1,threat-neutral
a1fkghyvtl6vvc,l,1,neutral-neutral
a1fkghyvtl6vvc,i,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-threat
a1fkghyvtl6vvc,i,1,threat-neutral
a1fkghyvtl6vvc,l,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-threat
a1fkghyvtl6vvc,l,1,threat-neutral
a1fkghyvtl6vvc,l,1,neutral-neutral
a1fkghyvtl6vvc,l,1,neutral-threat
a1fkghyvtl6vvc,l,1,threat-neutral
a1fkghyvtl6vvc,l,1,neutral-threat
a1fkghyvtl6vvc,i,1,threat-neutral
a1fkghyvtl6vvc,l,1,neutral-threat
a1fkghyvtl6vvc,l,1,threat-threat
a1fkghyvtl6vvc,l,1,threat-threat
a1fkghyvtl6vvc,l,1,threat-neutral
a2t0p6djfriyjv,l,1,threat-threat
a2t0p6djfriyjv,l,1,threat-neutral
a2t0p6djfriyjv,l,1,neutral-threat
a2t0p6djfriyjv,l,1,threat-neutral
a2t0p6djfriyjv,i,1,neutral-neutral
a2t0p6djfriyjv,l,1,neutral-neutral
a2t0p6djfriyjv,l,1,neutral-neutral
a2t0p6djfriyjv,l,1,neutral-threat
a2t0p6djfriyjv,l,1,threat-threat
a2t0p6djfriyjv,l,1,threat-neutral
a2t0p6djfriyjv,l,1,neutral-threat
a2t0p6djfriyjv,l,1,threat-threat
a2t0p6djfriyjv,i,1,threat-neutral
a2t0p6djfriyjv,l,1,neutral-neutral
a2t0p6djfriyjv,i,1,neutral-threat
a2t0p6djfriyjv,l,1,threat-neutral
a2t0p6djfriyjv,l,1,neutral-neutral
a2t0p6djfriyjv,i,1,neutral-neutral
a2t0p6djfriyjv,l,1,neutral-neutral
a2t0p6djfriyjv,l,1,neutral-neutral
a2t0p6djfriyjv,l,0,neutral-neutral
a2t0p6djfriyjv,l,1,neutral-neutral
a2t0p6djfriyjv,l,1,neutral-neutral
a2t0p6djfriyjv,l,0,neutral-threat
a2t0p6djfriyjv,i,1,threat-neutral
a2t0p6djfriyjv,l,1,neutral-neutral
a2t0p6djfriyjv,l,1,neutral-neutral
a2t0p6djfriyjv,i,0,neutral-threat
a2t0p6djfriyjv,l,1,threat-neutral
a2t0p6djfriyjv,l,1,neutral-threat
a2t0p6djfriyjv,l,1,threat-neutral
a2t0p6djfriyjv,l,1,neutral-neutral
a2t0p6djfriyjv,l,1,neutral-threat
a2t0p6djfriyjv,l,0,threat-neutral
a2t0p6djfriyjv,l,0,neutral-threat
a2t0p6djfriyjv,l,1,threat-neutral
a2t0p6djfriyjv,l,1,neutral-threat
a2t0p6djfriyjv,i,1,threat-neutral
a2t0p6djfriyjv,l,1,neutral-threat
a2t0p6djfriyjv,l,1,threat-neutral
a2t0p6djfriyjv,i,1,neutral-neutral
a2t0p6djfriyjv,l,1,neutral-neutral
a2t0p6djfriyjv,l,1,neutral-threat
a2t0p6djfriyjv,l,1,threat-neutral
a2t0p6djfriyjv,l,1,neutral-threat
a2t0p6djfriyjv,l,1,threat-neutral
a2t0p6djfriyjv,l,1,neutral-neutral
a2t0p6djfriyjv,l,1,neutral-threat
a2t0p6djfriyjv,i,1,threat-threat
a2t0p6djfriyjv,l,1,threat-threat
a2t0p6djfriyjv,i,1,threat-threat
a2t0p6djfriyjv,l,1,threat-neutral
a2t0p6djfriyjv,i,0,neutral-threat
a2t0p6djfriyjv,l,1,threat-neutral
a2t0p6djfriyjv,l,1,neutral-neutral
a2t0p6djfriyjv,l,1,neutral-neutral
a2t0p6djfriyjv,l,1,neutral-threat
a2t0p6djfriyjv,i,0,threat-neutral
a2t0p6djfriyjv,l,1,neutral-neutral
a2t0p6djfriyjv,l,1,neutral-threat
a2t0p6djfriyjv,l,1,threat-threat
a2t0p6djfriyjv,l,1,threat-threat
a2t0p6djfriyjv,l,1,threat-neutral
a2t0p6djfriyjv,i,1,neutral-neutral
a2t0p6djfriyjv,l,1,neutral-neutral
a2t0p6djfriyjv,l,1,neutral-neutral
a2t0p6djfriyjv,l,1,neutral-threat
a2t0p6djfriyjv,i,1,threat-neutral
a2t0p6djfriyjv,l,1,neutral-threat
a2t0p6djfriyjv,i,1,threat-threat
a2t0p6djfriyjv,l,1,threat-neutral
a2t0p6djfriyjv,l,1,neutral-neutral
a2t0p6djfriyjv,l,1,neutral-neutral
a2t0p6djfriyjv,l,1,neutral-neutral
a2t0p6djfriyjv,l,1,neutral-neutral
a2t0p6djfriyjv,l,1,neutral-threat
a2t0p6djfriyjv,l,1,threat-threat
a2t0p6djfriyjv,l,1,threat-neutral
a2t0p6djfriyjv,l,1,neutral-neutral
a2t0p6djfriyjv,l,1,neutral-neutral
a2t0p6djfriyjv,i,1,neutral-neutral
a2t0p6djfriyjv,l,1,neutral-neutral
a2t0p6djfriyjv,l,1,neutral-neutral
a2t0p6djfriyjv,l,1,neutral-neutral
a2t0p6djfriyjv,l,1,neutral-threat
a2t0p6djfriyjv,l,1,threat-threat
a2t0p6djfriyjv,l,1,threat-neutral
a2t0p6djfriyjv,i,1,neutral-threat
a2t0p6djfriyjv,l,1,threat-neutral
a2t0p6djfriyjv,l,1,neutral-neutral
a2t0p6djfriyjv,l,1,neutral-threat
a2t0p6djfriyjv,i,1,threat-neutral
a2t0p6djfriyjv,l,1,neutral-threat
a2t0p6djfriyjv,l,1,threat-neutral
a2t0p6djfriyjv,i,1,neutral-neutral
a2t0p6djfriyjv,l,1,neutral-neutral
a2t0p6djfriyjv,l,1,neutral-threat
a2t0p6djfriyjv,l,1,threat-neutral
a2t0p6djfriyjv,i,1,neutral-neutral
a2t0p6djfriyjv,l,1,neutral-threat
a2t0p6djfriyjv,l,1,threat-neutral
a2t0p6djfriyjv,l,1,neutral-neutral
a2t0p6djfriyjv,l,1,neutral-threat
a2t0p6djfriyjv,l,1,threat-neutral
a2t0p6djfriyjv,l,1,neutral-threat
a2t0p6djfriyjv,l,1,threat-threat
a2t0p6djfriyjv,l,1,threat-threat
a2t0p6djfriyjv,l,0,threat-neutral
a2t0p6djfriyjv,l,1,neutral-threat
a2t0p6djfriyjv,l,1,threat-neutral
a2t0p6djfriyjv,l,1,neutral-threat
a2t0p6djfriyjv,i,1,threat-neutral
a2t0p6djfriyjv,l,1,neutral-threat
