subject,transitionType,acc,transitionThreatKind
a3ljsvb3hlepnw,l,1,neutral-threat
a3ljsvb3hlepnw,i,1,threat-threat
a3ljsvb3hlepnw,l,1,threat-threat
a3ljsvb3hlepnw,l,1,threat-neutral
a3ljsvb3hlepnw,i,1,neutral-neutral
a3ljsvb3hlepnw,l,1,neutral-neutral
a3ljsvb3hlepnw,l,1,neutral-neutral
a3ljsvb3hlepnw,l,1,neutral-neutral
a3ljsvb3hlepnw,l,1,neutral-threat
a3ljsvb3hlepnw,l,1,threat-neutral
a3ljsvb3hlepnw,l,1,neutral-threat
a3ljsvb3hlepnw,l,1,threat-threat
a3ljsvb3hlepnw,l,1,threat-threat
a3ljsvb3hlepnw,l,1,threat-threat
a3ljsvb3hlepnw,i,1,threat-threat
a3ljsvb3hlepnw,l,1,threat-neutral
a3ljsvb3hlepnw,l,1,neutral-threat
a3ljsvb3hlepnw,l,1,threat-neutral
a3ljsvb3hlepnw,l,1,neutral-threat
a3ljsvb3hlepnw,l,1,threat-neutral
a3ljsvb3hlepnw,i,1,neutral-neutral
a3ljsvb3hlepnw,l,1,neutral-threat
a3ljsvb3hlepnw,l,1,threat-threat
a3ljsvb3hlepnw,l,1,threat-neutral
a3ljsvb3hlepnw,l,1,neutral-threat
a3ljsvb3hlepnw,i,1,threat-threat
a3ljsvb3hlepnw,l,1,threat-threat
a3ljsvb3hlepnw,l,1,threat-neutral
a3ljsvb3hlepnw,i,1,neutral-neutral
a3ljsvb3hlepnw,l,1,neutral-neutral
a3ljsvb3hlepnw,i,1,neutral-neutral
a3ljsvb3hlepnw,l,1,neutral-threat
a3ljsvb3hlepnw,l,1,threat-neutral
a3ljsvb3hlepnw,l,1,neutral-neutral
a3ljsvb3hlepnw,l,1,neutral-neutral
a3ljsvb3hlepnw,i,1,neutral-neutral
a3ljsvb3hlepnw,l,1,neutral-neutral
a3ljsvb3hlepnw,l,1,neutral-neutral
a3ljsvb3hlepnw,l,1,neutral-threat
a3ljsvb3hlepnw,l,1,threat-threat
a3ljsvb3hlepnw,l,1,threat-threat
a3ljsvb3hlepnw,i,1,threat-threat
a3ljsvb3hlepnw,l,1,threat-neutral
a3ljsvb3hlepnw,l,1,neutral-threat
a3ljsvb3hlepnw,l,1,threat-neutral
a3ljsvb3hlepnw,i,1,neutral-threat
a3ljsvb3hlepnw,l,1,threat-neutral
a3ljsvb3hlepnw,l,1,neutral-neutral
a3ljsvb3hlepnw,l,1,neutral-neutral
a3ljsvb3hlepnw,l,1,neutral-threat
a3ljsvb3hlepnw,l,1,threat-neutral
a3ljsvb3hlepnw,i,1,neutral-neutral
a3ljsvb3hlepnw,l,1,neutral-neutral
a3ljsvb3hlepnw,i,1,neutral-neutral
a3ljsvb3hlepnw,l,1,neutral-threat
a3ljsvb3hlepnw,l,1,threat-threat
a3ljsvb3hlepnw,l,1,threat-neutral
a3ljsvb3hlepnw,l,1,neutral-threat
a3ljsvb3hlepnw,l,1,threat-neutral
a3ljsvb3hlepnw,l,1,neutral-neutral
a3ljsvb3hlepnw,l,1,neutral-neutral
a3ljsvb3hlepnw,l,1,neutral-neutral
a3ljsvb3hlepnw,i,1,neutral-neutral
a3ljsvb3hlepnw,l,1,neutral-neutral
a3ljsvb3hlepnw,i,1,neutral-threat
a3ljsvb3hlepnw,l,1,threat-neutral
a3ljsvb3hlepnw,l,1,neutral-neutral
a3ljsvb3hlepnw,l,1,neutral-threat
a3ljsvb3hlepnw,l,1,threat-neutral
a3ljsvb3hlepnw,l,1,neutral-neutral
a3ljsvb3hlepnw,i,1,neutral-threat
a3ljsvb3hlepnw,l,1,threat-neutral
a3ljsvb3hlepnw,l,1,neutral-threat
a3ljsvb3hlepnw,l,1,threat-neutral
a3ljsvb3hlepnw,i,1,neutral-neutral
a3ljsvb3hlepnw,l,1,neutral-neutral
a3ljsvb3hlepnw,i,1,neutral-neutral
a3ljsvb3hlepnw,l,1,neutral-threat
a3ljsvb3hlepnw,l,1,threat-threat
a3ljsvb3hlepnw,l,1,threat-threat
a3ljsvb3hlepnw,l,1,threat-neutral
a3ljsvb3hlepnw,i,1,neutral-neutral
a3ljsvb3hlepnw,l,1,neutral-neutral
a3ljsvb3hlepnw,l,1,neutral-threat
a3ljsvb3hlepnw,l,1,threat-neutral
a3ljsvb3hlepnw,l,1,neutral-threat
a3ljsvb3hlepnw,l,1,threat-threat
a3ljsvb3hlepnw,l,1,threat-threat
a2paxzmd7q7nkh,l,1,threat-neutral
a2paxzmd7q7nkh,l,1,neutral-threat
a2paxzmd7q7nkh,l,1,threat-threat
a2paxzmd7q7nkh,l,1,threat-neutral
a2paxzmd7q7nkh,i,1,neutral-neutral
a2paxzmd7q7nkh,l,1,neutral-neutral
a2paxzmd7q7nkh,l,1,neutral-neutral
a2paxzmd7q7nkh,l,1,neutral-neutral
a2paxzmd7q7nkh,i,1,neutral-threat
a2paxzmd7q7nkh,l,1,threat-threat
a2paxzmd7q7nkh,l,1,threat-neutral
a2paxzmd7q7nkh,i,1,neutral-neutral
a2paxzmd7q7nkh,l,1,neutral-neutral
a2paxzmd7q7nkh,l,1,neutral-threat
a2paxzmd7q7nkh,l,1,threat-threat
a2paxzmd7q7nkh,l,1,threat-neutral
a2paxzmd7q7nkh,l,1,neutral-threat
a2paxzmd7q7nkh,l,1,threat-threat
a2paxzmd7q7nkh,l,0,threat-neutral
a2paxzmd7q7nkh,i,1,neutral-neutral
a2paxzmd7q7nkh,l,1,neutral-neutral
a2paxzmd7q7nkh,l,1,neutral-threat
a2paxzmd7q7nkh,l,1,threat-neutral
a2paxzmd7q7nkh,l,1,neutral-threat
a2paxzmd7q7nkh,i,1,threat-threat
a2paxzmd7q7nkh,l,1,threat-neutral
a2paxzmd7q7nkh,l,1,neutral-neutral
a2paxzmd7q7nkh,l,1,neutral-neutral
a2paxzmd7q7nkh,i,1,neutral-threat
a2paxzmd7q7nkh,l,1,threat-threat
a2paxzmd7q7nkh,l,1,threat-neutral
a2paxzmd7q7nkh,l,1,neutral-neutral
a2paxzmd7q7nkh,l,1,neutral-threat
a2paxzmd7q7nkh,l,1,threat-neutral
a2paxzmd7q7nkh,l,1,neutral-neutral
a2paxzmd7q7nkh,l,1,neutral-neutral
a2paxzmd7q7nkh,i,1,neutral-threat
a2paxzmd7q7nkh,l,1,threat-neutral
a2paxzmd7q7nkh,l,1,neutral-threat
a2paxzmd7q7nkh,l,1,threat-neutral
a2paxzmd7q7nkh,i,1,neutral-threat
a2paxzmd7q7nkh,l,1,threat-neutral
a2paxzmd7q7nkh,l,1,neutral-neutral
a2paxzmd7q7nkh,i,1,neutral-neutral
a2paxzmd7q7nkh,l,1,neutral-neutral
a2paxzmd7q7nkh,l,1,neutral-neutral
a2paxzmd7q7nkh,l,1,neutral-neutral
a2paxzmd7q7nkh,l,1,neutral-threat
a2paxzmd7q7nkh,l,1,threat-neutral
a2paxzmd7q7nkh,l,0,neutral-threat
a2paxzmd7q7nkh,l,1,threat-threat
a2paxzmd7q7nkh,l,1,threat-neutral
a2paxzmd7q7nkh,l,1,neutral-threat
a2paxzmd7q7nkh,i,1,threat-neutral
a2paxzmd7q7nkh,l,1,neutral-neutral
a2paxzmd7q7nkh,l,1,neutral-neutral
a2paxzmd7q7nkh,l,1,neutral-neutral
a2paxzmd7q7nkh,i,1,neutral-threat
a2paxzmd7q7nkh,l,1,threat-neutral
a2paxzmd7q7nkh,l,0,neutral-threat
a2paxzmd7q7nkh,i,0,threat-neutral
a2paxzmd7q7nkh,l,1,neutral-threat
a2paxzmd7q7nkh,i,1,threat-neutral
a2paxzmd7q7nkh,l,1,neutral-neutral
a2paxzmd7q7nkh,i,1,neutral-neutral
a2paxzmd7q7nkh,l,1,neutral-neutral
a2paxzmd7q7nkh,l,0,neutral-threat
a2paxzmd7q7nkh,l,1,threat-neutral
a2paxzmd7q7nkh,l,1,neutral-threat
a2paxzmd7q7nkh,l,1,threat-neutral
a2paxzmd7q7nkh,l,1,neutral-neutral
a2paxzmd7q7nkh,l,1,neutral-threat
a2paxzmd7q7nkh,l,1,threat-neutral
a2paxzmd7q7nkh,i,1,neutral-neutral
a2paxzmd7q7nkh,l,1,neutral-threat
a2paxzmd7q7nkh,l,1,threat-neutral
a2paxzmd7q7nkh,l,1,neutral-threat
a2paxzmd7q7nkh,l,1,threat-neutral
a2paxzmd7q7nkh,i,1,neutral-neutral
a2paxzmd7q7nkh,l,1,neutral-neutral
a2paxzmd7q7nkh,l,1,neutral-threat
a2paxzmd7q7nkh,l,1,threat-neutral
a2paxzmd7q7nkh,l,0,neutral-threat
a2paxzmd7q7nkh,l,1,threat-neutral
a2paxzmd7q7nkh,l,1,neutral-neutral
a2paxzmd7q7nkh,l,1,neutral-threat
a2paxzmd7q7nkh,l,1,threat-neutral
a2paxzmd7q7nkh,l,1,neutral-neutral
a2paxzmd7q7nkh,i,1,neutral-neutral
a2paxzmd7q7nkh,l,1,neutral-threat
a2paxzmd7q7nkh,l,1,threat-neutral
a2paxzmd7q7nkh,l,1,neutral-neutral
a2paxzmd7q7nkh,l,1,neutral-threat
a2paxzmd7q7nkh,l,1,threat-neutral
a2paxzmd7q7nkh,l,1,neutral-neutral
a2paxzmd7q7nkh,l,1,neutral-threat
a2paxzmd7q7nkh,i,1,threat-threat
a2paxzmd7q7nkh,l,1,threat-threat
a2paxzmd7q7nkh,i,1,threat-threat
a2paxzmd7q7nkh,l,1,threat-neutral
a2paxzmd7q7nkh,i,0,neutral-neutral
a2paxzmd7q7nkh,l,1,neutral-threat
a2paxzmd7q7nkh,l,1,threat-neutral
a2paxzmd7q7nkh,l,1,neutral-threat
a2paxzmd7q7nkh,i,1,threat-threat
a2paxzmd7q7nkh,l,1,threat-threat
a2paxzmd7q7nkh,l,1,threat-threat
a2paxzmd7q7nkh,l,1,threat-neutral
a2paxzmd7q7nkh,l,1,neutral-neutral
a2paxzmd7q7nkh,l,1,neutral-threat
a2paxzmd7q7nkh,l,1,threat-neutral
a2paxzmd7q7nkh,i,0,neutral-threat
a2paxzmd7q7nkh,l,1,threat-neutral
a2paxzmd7q7nkh,l,1,neutral-neutral
a2paxzmd7q7nkh,i,0,neutral-neutral
a2paxzmd7q7nkh,l,1,neutral-threat
a2paxzmd7q7nkh,l,1,threat-neutral
a2paxzmd7q7nkh,l,1,neutral-neutral
a2paxzmd7q7nkh,l,1,neutral-threat
a2paxzmd7q7nkh,l,1,threat-neutral
a2paxzmd7q7nkh,i,1,neutral-threat
a2paxzmd7q7nkh,l,1,threat-neutral
a2paxzmd7q7nkh,l,1,neutral-neutral
a2paxzmd7q7nkh,l,1,neutral-neutral
a2paxzmd7q7nkh,l,1,neutral-neutral
a2paxzmd7q7nkh,i,1,neutral-neutral
a2paxzmd7q7nkh,l,1,neutral-neutral
a2paxzmd7q7nkh,l,1,neutral-threat
a2paxzmd7q7nkh,l,1,threat-neutral
a2paxzmd7q7nkh,i,1,neutral-neutral
a2paxzmd7q7nkh,l,1,neutral-neutral
a2paxzmd7q7nkh,l,1,neutral-neutral
a2paxzmd7q7nkh,l,1,neutral-threat
a2paxzmd7q7nkh,i,1,threat-neutral
a2paxzmd7q7nkh,l,1,neutral-neutral
a2paxzmd7q7nkh,l,1,neutral-threat
a2paxzmd7q7nkh,l,1,threat-neutral
a2paxzmd7q7nkh,l,1,neutral-threat
a2paxzmd7q7nkh,i,1,threat-neutral
a2paxzmd7q7nkh,l,1,neutral-threat
a2paxzmd7q7nkh,l,1,threat-neutral
a2paxzmd7q7nkh,l,1,neutral-neutral
a2paxzmd7q7nkh,l,0,neutral-threat
a2paxzmd7q7nkh,l,1,threat-neutral
a2paxzmd7q7nkh,l,1,neutral-threat
a2paxzmd7q7nkh,i,1,threat-threat
a2paxzmd7q7nkh,l,1,threat-threat
a2paxzmd7q7nkh,i,0,threat-neutral
a2paxzmd7q7nkh,l,1,neutral-threat
a2paxzmd7q7nkh,l,1,threat-neutral
a2paxzmd7q7nkh,l,1,neutral-threat
a2paxzmd7q7nkh,i,1,threat-neutral
a2paxzmd7q7nkh,l,1,neutral-neutral
a2paxzmd7q7nkh,l,1,neutral-threat
a2paxzmd7q7nkh,l,0,threat-neutral
a2paxzmd7q7nkh,i,1,neutral-neutral
a2paxzmd7q7nkh,l,1,neutral-neutral
a2paxzmd7q7nkh,l,1,neutral-threat
a2paxzmd7q7nkh,l,0,threat-neutral
a2paxzmd7q7nkh,l,1,neutral-neutral
a2paxzmd7q7nkh,l,1,neutral-threat
a2paxzmd7q7nkh,l,1,threat-neutral
a2paxzmd7q7nkh,l,1,neutral-neutral
a2paxzmd7q7nkh,i,1,neutral-neutral
a2paxzmd7q7nkh,l,1,neutral-threat
a2paxzmd7q7nkh,l,1,threat-neutral
a2paxzmd7q7nkh,l,1,neutral-neutral
a2paxzmd7q7nkh,l,1,neutral-threat
a2paxzmd7q7nkh,l,0,threat-neutral
a2paxzmd7q7nkh,l,0,neutral-neutral
a2paxzmd7q7nkh,i,1,neutral-threat
a2paxzmd7q7nkh,l,1,threat-neutral
a2paxzmd7q7nkh,l,1,neutral-threat
a2paxzmd7q7nkh,l,1,threat-threat
a2paxzmd7q7nkh,l,1,threat-neutral
a2paxzmd7q7nkh,l,1,neutral-threat
a2paxzmd7q7nkh,l,1,threat-neutral
a2paxzmd7q7nkh,i,1,neutral-neutral
a2paxzmd7q7nkh,l,1,neutral-threat
a2paxzmd7q7nkh,l,1,threat-threat
a2paxzmd7q7nkh,i,1,threat-neutral
a2paxzmd7q7nkh,l,1,neutral-neutral
a2paxzmd7q7nkh,l,1,neutral-neutral
a2paxzmd7q7nkh,l,1,neutral-neutral
a2paxzmd7q7nkh,l,1,neutral-neutral
a2paxzmd7q7nkh,i,1,neutral-threat
a2paxzmd7q7nkh,l,1,threat-neutral
a2paxzmd7q7nkh,l,1,neutral-neutral
a2paxzmd7q7nkh,l,1,neutral-threat
a2paxzmd7q7nkh,i,1,threat-neutral
a2paxzmd7q7nkh,l,1,neutral-neutral
a2paxzmd7q7nkh,l,1,neutral-neutral
a2paxzmd7q7nkh,l,1,neutral-neutral
a2paxzmd7q7nkh,i,1,neutral-threat
a2paxzmd7q7nkh,l,1,threat-neutral
a2paxzmd7q7nkh,l,1,neutral-neutral
a2paxzmd7q7nkh,i,1,neutral-threat
a2paxzmd7q7nkh,l,1,threat-neutral
a2paxzmd7q7nkh,l,1,neutral-threat
a2paxzmd7q7nkh,l,1,threat-neutral
a7b9gor4ql3zv,l,1,neutral-neutral
a7b9gor4ql3zv,l,1,neutral-neutral
a7b9gor4ql3zv,l,1,neutral-neutral
a7b9gor4ql3zv,l,1,neutral-threat
a7b9gor4ql3zv,l,1,threat-neutral
a7b9gor4ql3zv,l,1,neutral-threat
a7b9gor4ql3zv,l,1,threat-neutral
a7b9gor4ql3zv,l,1,neutral-threat
a7b9gor4ql3zv,i,1,threat-threat
a7b9gor4ql3zv,l,1,threat-neutral
a7b9gor4ql3zv,l,1,neutral-threat
a7b9gor4ql3zv,l,1,threat-threat
a7b9gor4ql3zv,l,1,threat-threat
a7b9gor4ql3zv,l,1,threat-neutral
a7b9gor4ql3zv,l,1,neutral-threat
a7b9gor4ql3zv,i,1,threat-threat
a7b9gor4ql3zv,l,1,threat-neutral
a7b9gor4ql3zv,i,1,neutral-neutral
a7b9gor4ql3zv,l,1,neutral-threat
a7b9gor4ql3zv,l,1,threat-neutral
a7b9gor4ql3zv,i,1,neutral-neutral
a7b9gor4ql3zv,l,1,neutral-threat
a7b9gor4ql3zv,i,1,threat-neutral
a7b9gor4ql3zv,l,1,neutral-neutral
a7b9gor4ql3zv,l,1,neutral-neutral
a7b9gor4ql3zv,l,1,neutral-threat
a7b9gor4ql3zv,l,1,threat-neutral
a7b9gor4ql3zv,l,1,neutral-threat
a7b9gor4ql3zv,l,1,threat-threat
a7b9gor4ql3zv,l,1,threat-threat
a7b9gor4ql3zv,i,1,threat-neutral
a7b9gor4ql3zv,l,1,neutral-neutral
a7b9gor4ql3zv,l,1,neutral-neutral
a7b9gor4ql3zv,l,1,neutral-neutral
a7b9gor4ql3zv,l,1,neutral-neutral
a7b9gor4ql3zv,l,1,neutral-neutral
a7b9gor4ql3zv,i,1,neutral-threat
a7b9gor4ql3zv,l,1,threat-threat
a7b9gor4ql3zv,i,1,threat-neutral
a7b9gor4ql3zv,l,1,neutral-threat
a7b9gor4ql3zv,l,1,threat-neutral
a7b9gor4ql3zv,i,1,neutral-threat
a7b9gor4ql3zv,l,1,threat-threat
a7b9gor4ql3zv,l,1,threat-neutral
a7b9gor4ql3zv,l,1,neutral-threat
a7b9gor4ql3zv,i,1,threat-neutral
a7b9gor4ql3zv,l,1,neutral-threat
a7b9gor4ql3zv,l,1,threat-neutral
a7b9gor4ql3zv,l,1,neutral-neutral
a7b9gor4ql3zv,l,1,neutral-threat
a7b9gor4ql3zv,l,1,threat-neutral
a7b9gor4ql3zv,l,1,neutral-neutral
a7b9gor4ql3zv,i,1,neutral-neutral
a7b9gor4ql3zv,l,1,neutral-threat
a7b9gor4ql3zv,l,1,threat-neutral
a7b9gor4ql3zv,l,1,neutral-threat
a7b9gor4ql3zv,l,1,threat-threat
a7b9gor4ql3zv,i,1,threat-neutral
a7b9gor4ql3zv,l,1,neutral-threat
a7b9gor4ql3zv,l,1,threat-neutral
a7b9gor4ql3zv,l,1,neutral-neutral
a7b9gor4ql3zv,l,1,neutral-threat
a7b9gor4ql3zv,l,1,threat-neutral
a7b9gor4ql3zv,l,1,neutral-threat
a7b9gor4ql3zv,l,1,threat-neutral
a7b9gor4ql3zv,l,1,neutral-neutral
a7b9gor4ql3zv,l,1,neutral-neutral
a7b9gor4ql3zv,i,1,neutral-threat
a7b9gor4ql3zv,l,1,threat-neutral
a7b9gor4ql3zv,l,1,neutral-threat
a7b9gor4ql3zv,l,1,threat-threat
a7b9gor4ql3zv,l,1,threat-neutral
a7b9gor4ql3zv,l,1,neutral-threat
a7b9gor4ql3zv,l,1,threat-neutral
a7b9gor4ql3zv,i,1,neutral-neutral
a7b9gor4ql3zv,l,1,neutral-neutral
a7b9gor4ql3zv,i,1,neutral-neutral
a7b9gor4ql3zv,l,1,neutral-neutral
a7b9gor4ql3zv,i,1,neutral-neutral
a7b9gor4ql3zv,l,1,neutral-neutral
a7b9gor4ql3zv,l,1,neutral-threat
a7b9gor4ql3zv,i,1,threat-threat
a7b9gor4ql3zv,l,1,threat-threat
a7b9gor4ql3zv,l,1,threat-neutral
a7b9gor4ql3zv,l,1,neutral-neutral
a7b9gor4ql3zv,i,1,neutral-neutral
a7b9gor4ql3zv,l,1,neutral-neutral
a7b9gor4ql3zv,l,1,neutral-neutral
a7b9gor4ql3zv,l,1,neutral-neutral
a7b9gor4ql3zv,l,1,neutral-neutral
a7b9gor4ql3zv,l,1,neutral-threat
a7b9gor4ql3zv,l,1,threat-neutral
a7b9gor4ql3zv,l,1,neutral-neutral
a7b9gor4ql3zv,l,1,neutral-threat
a7b9gor4ql3zv,i,1,threat-neutral
a7b9gor4ql3zv,l,1,neutral-threat
a7b9gor4ql3zv,l,1,threat-neutral
a7b9gor4ql3zv,l,1,neutral-neutral
a7b9gor4ql3zv,l,1,neutral-threat
a7b9gor4ql3zv,i,1,threat-neutral
a7b9gor4ql3zv,l,1,neutral-threat
a7b9gor4ql3zv,l,1,threat-neutral
a7b9gor4ql3zv,l,1,neutral-neutral
a7b9gor4ql3zv,l,1,neutral-neutral
a7b9gor4ql3zv,l,1,neutral-threat
a7b9gor4ql3zv,l,1,threat-neutral
a7b9gor4ql3zv,l,1,neutral-threat
a7b9gor4ql3zv,i,1,threat-threat
a7b9gor4ql3zv,l,1,threat-neutral
a7b9gor4ql3zv,l,1,neutral-threat
a7b9gor4ql3zv,l,1,threat-neutral
a7b9gor4ql3zv,l,1,neutral-neutral
a7b9gor4ql3zv,i,1,neutral-threat
a7b9gor4ql3zv,l,1,threat-neutral
a7b9gor4ql3zv,l,1,neutral-threat
a7b9gor4ql3zv,l,1,threat-threat
a7b9gor4ql3zv,i,1,threat-neutral
a7b9gor4ql3zv,l,1,neutral-threat
a7b9gor4ql3zv,l,1,threat-neutral
a7b9gor4ql3zv,l,1,neutral-threat
a7b9gor4ql3zv,i,1,threat-threat
a7b9gor4ql3zv,l,1,threat-neutral
a7b9gor4ql3zv,l,1,neutral-neutral
a7b9gor4ql3zv,l,1,neutral-threat
a7b9gor4ql3zv,l,1,threat-neutral
a7b9gor4ql3zv,i,1,neutral-neutral
a7b9gor4ql3zv,l,1,neutral-threat
a7b9gor4ql3zv,i,1,threat-neutral
a7b9gor4ql3zv,l,1,neutral-threat
a7b9gor4ql3zv,l,1,threat-neutral
a7b9gor4ql3zv,i,1,neutral-neutral
a7b9gor4ql3zv,l,1,neutral-neutral
a7b9gor4ql3zv,l,1,neutral-threat
a7b9gor4ql3zv,l,1,threat-neutral
a7b9gor4ql3zv,l,1,neutral-threat
a7b9gor4ql3zv,i,1,threat-neutral
a7b9gor4ql3zv,l,1,neutral-threat
a7b9gor4ql3zv,l,1,threat-neutral
a7b9gor4ql3zv,l,1,neutral-neutral
a7b9gor4ql3zv,l,1,neutral-threat
a7b9gor4ql3zv,l,1,threat-neutral
a7b9gor4ql3zv,i,1,neutral-neutral
a7b9gor4ql3zv,l,1,neutral-neutral
a7b9gor4ql3zv,l,1,neutral-threat
a7b9gor4ql3zv,i,1,threat-threat
a7b9gor4ql3zv,l,1,threat-threat
a7b9gor4ql3zv,l,1,threat-neutral
a7b9gor4ql3zv,l,1,neutral-threat
a7b9gor4ql3zv,i,1,threat-neutral
a7b9gor4ql3zv,l,1,neutral-neutral
a7b9gor4ql3zv,l,1,neutral-neutral
a7b9gor4ql3zv,l,1,neutral-neutral
a7b9gor4ql3zv,l,1,neutral-neutral
a7b9gor4ql3zv,l,1,neutral-neutral
a7b9gor4ql3zv,l,1,neutral-neutral
a7b9gor4ql3zv,l,1,neutral-neutral
a7b9gor4ql3zv,l,1,neutral-neutral
a7b9gor4ql3zv,i,1,neutral-neutral
a7b9gor4ql3zv,l,1,neutral-threat
a7b9gor4ql3zv,l,1,threat-neutral
a7b9gor4ql3zv,l,1,neutral-threat
a7b9gor4ql3zv,l,1,threat-neutral
a7b9gor4ql3zv,l,1,neutral-threat
a7b9gor4ql3zv,l,1,threat-threat
a7b9gor4ql3zv,l,1,threat-neutral
a7b9gor4ql3zv,l,1,neutral-neutral
a7b9gor4ql3zv,l,0,neutral-neutral
a7b9gor4ql3zv,i,0,neutral-neutral
a7b9gor4ql3zv,l,1,neutral-neutral
a7b9gor4ql3zv,l,1,neutral-threat
a7b9gor4ql3zv,l,1,threat-neutral
a7b9gor4ql3zv,i,1,neutral-threat
a7b9gor4ql3zv,l,1,threat-neutral
a7b9gor4ql3zv,l,1,neutral-neutral
a7b9gor4ql3zv,l,1,neutral-neutral
a7b9gor4ql3zv,l,1,neutral-threat
a7b9gor4ql3zv,i,1,threat-neutral
a7b9gor4ql3zv,l,1,neutral-threat
a7b9gor4ql3zv,l,1,threat-neutral
a7b9gor4ql3zv,i,1,neutral-threat
a7b9gor4ql3zv,l,1,threat-threat
a7b9gor4ql3zv,i,1,threat-neutral
a7b9gor4ql3zv,l,1,neutral-neutral
a7b9gor4ql3zv,l,1,neutral-neutral
a7b9gor4ql3zv,i,1,neutral-neutral
a7b9gor4ql3zv,l,1,neutral-neutral
a7b9gor4ql3zv,l,1,neutral-neutral
a7b9gor4ql3zv,l,1,neutral-neutral
a7b9gor4ql3zv,l,1,neutral-threat
a7b9gor4ql3zv,l,1,threat-threat
a7b9gor4ql3zv,l,1,threat-neutral
a7b9gor4ql3zv,l,1,neutral-neutral
a7b9gor4ql3zv,l,1,neutral-threat
a7b9gor4ql3zv,i,1,threat-neutral
a7b9gor4ql3zv,l,1,neutral-neutral
a7b9gor4ql3zv,l,1,neutral-neutral
a7b9gor4ql3zv,l,1,neutral-neutral
a7b9gor4ql3zv,l,1,neutral-neutral
a7b9gor4ql3zv,i,1,neutral-threat
a7b9gor4ql3zv,l,1,threat-neutral
a1gd9jru44we8p,l,0,threat-neutral
a1gd9jru44we8p,l,1,neutral-neutral
a1gd9jru44we8p,l,0,neutral-threat
a1gd9jru44we8p,l,1,threat-neutral
a1gd9jru44we8p,l,1,neutral-neutral
a1gd9jru44we8p,l,1,neutral-threat
a1gd9jru44we8p,l,0,threat-neutral
a1gd9jru44we8p,i,0,neutral-threat
a1gd9jru44we8p,l,0,threat-neutral
a1gd9jru44we8p,l,0,neutral-neutral
a1gd9jru44we8p,l,1,neutral-threat
a1gd9jru44we8p,i,0,threat-neutral
a1gd9jru44we8p,l,0,neutral-neutral
a1gd9jru44we8p,l,1,neutral-threat
a1gd9jru44we8p,l,0,threat-threat
a1gd9jru44we8p,l,1,threat-neutral
a1gd9jru44we8p,i,0,neutral-threat
a1gd9jru44we8p,l,1,threat-neutral
a1gd9jru44we8p,l,1,neutral-threat
a1gd9jru44we8p,l,1,threat-neutral
a1gd9jru44we8p,i,0,neutral-threat
a1gd9jru44we8p,l,1,threat-neutral
a1gd9jru44we8p,l,1,neutral-neutral
a1gd9jru44we8p,i,1,neutral-threat
a1gd9jru44we8p,l,0,threat-threat
a1gd9jru44we8p,l,1,threat-threat
a1gd9jru44we8p,l,1,threat-neutral
a1gd9jru44we8p,l,0,neutral-neutral
a1gd9jru44we8p,i,0,neutral-threat
a1gd9jru44we8p,l,1,threat-threat
a1gd9jru44we8p,l,1,threat-neutral
a1gd9jru44we8p,i,1,neutral-neutral
a1gd9jru44we8p,l,0,neutral-neutral
a1gd9jru44we8p,l,1,neutral-threat
a1gd9jru44we8p,l,1,threat-neutral
a1gd9jru44we8p,l,1,neutral-neutral
a1gd9jru44we8p,l,1,neutral-neutral
a1gd9jru44we8p,l,1,neutral-threat
a1gd9jru44we8p,l,1,threat-neutral
a1gd9jru44we8p,l,1,neutral-threat
a1gd9jru44we8p,i,1,threat-neutral
a1gd9jru44we8p,l,1,neutral-threat
a1gd9jru44we8p,l,1,threat-neutral
a1gd9jru44we8p,i,1,neutral-neutral
a1gd9jru44we8p,l,1,neutral-threat
a1gd9jru44we8p,l,1,threat-neutral
a1gd9jru44we8p,i,1,neutral-threat
a1gd9jru44we8p,l,1,threat-neutral
a1gd9jru44we8p,l,1,neutral-neutral
a1gd9jru44we8p,l,1,neutral-threat
a1gd9jru44we8p,l,1,threat-neutral
a1gd9jru44we8p,l,1,neutral-neutral
a1gd9jru44we8p,i,1,neutral-neutral
a1gd9jru44we8p,l,1,neutral-threat
a1gd9jru44we8p,l,1,threat-neutral
a1gd9jru44we8p,l,0,neutral-neutral
a1gd9jru44we8p,i,0,neutral-neutral
a1gd9jru44we8p,l,1,neutral-neutral
a1gd9jru44we8p,l,1,neutral-threat
a1gd9jru44we8p,l,1,threat-neutral
a1gd9jru44we8p,l,1,neutral-threat
a1gd9jru44we8p,l,1,threat-neutral
a1gd9jru44we8p,l,1,neutral-neutral
a1gd9jru44we8p,l,1,neutral-neutral
a1gd9jru44we8p,l,1,neutral-threat
a1gd9jru44we8p,i,1,threat-neutral
a1gd9jru44we8p,l,1,neutral-threat
a1gd9jru44we8p,l,1,threat-threat
a1gd9jru44we8p,i,1,threat-neutral
a1gd9jru44we8p,l,1,neutral-neutral
a1gd9jru44we8p,l,1,neutral-threat
a1gd9jru44we8p,i,1,threat-neutral
a1gd9jru44we8p,l,1,neutral-threat
a1gd9jru44we8p,l,1,threat-neutral
a1gd9jru44we8p,l,1,neutral-threat
a1gd9jru44we8p,l,1,threat-neutral
a1gd9jru44we8p,l,1,neutral-threat
a1gd9jru44we8p,l,1,threat-neutral
a1gd9jru44we8p,i,1,neutral-neutral
a1gd9jru44we8p,l,1,neutral-neutral
